,country,lat,long,outcome,date,value
192,Guinea,9.93543,-9.695052,cases,2015-08-26,3787
193,Guinea,9.93543,-9.695052,cases,2015-08-27,3788
194,Guinea,9.93543,-9.695052,cases,2015-08-28,3788
195,Guinea,9.93543,-9.695052,cases,2015-08-31,3789
196,Guinea,9.93543,-9.695052,cases,2015-09-01,3789
197,Guinea,9.93543,-9.695052,cases,2015-09-02,3789
198,Guinea,9.93543,-9.695052,cases,2015-09-03,3790
199,Guinea,9.93543,-9.695052,cases,2015-09-04,3790
200,Guinea,9.93543,-9.695052,cases,2015-09-07,3790
201,Guinea,9.93543,-9.695052,cases,2015-09-08,3790
202,Guinea,9.93543,-9.695052,cases,2015-09-09,3790
203,Guinea,9.93543,-9.695052,cases,2015-09-10,3790
204,Guinea,9.93543,-9.695052,cases,2015-09-11,3790
205,Guinea,9.93543,-9.695052,cases,2015-09-14,3790
206,Guinea,9.93543,-9.695052,cases,2015-09-15,3790
207,Guinea,9.93543,-9.695052,cases,2015-09-16,3790
208,Guinea,9.93543,-9.695052,cases,2015-09-17,3790
209,Guinea,9.93543,-9.695052,cases,2015-09-18,3791
210,Guinea,9.93543,-9.695052,cases,2015-09-21,3793
211,Guinea,9.93543,-9.695052,cases,2015-09-22,3793
212,Guinea,9.93543,-9.695052,cases,2015-09-23,3793
213,Guinea,9.93543,-9.695052,cases,2015-09-24,3793
214,Guinea,9.93543,-9.695052,cases,2015-09-25,3793
215,Guinea,9.93543,-9.695052,cases,2015-09-28,3795
216,Guinea,9.93543,-9.695052,cases,2015-09-29,3797
217,Guinea,9.93543,-9.695052,cases,2015-09-30,3797
218,Guinea,9.93543,-9.695052,cases,2015-10-01,3797
219,Guinea,9.93543,-9.695052,cases,2015-10-02,3797
220,Guinea,9.93543,-9.695052,cases,2015-10-05,3797
221,Guinea,9.93543,-9.695052,cases,2015-10-06,3797
222,Guinea,9.93543,-9.695052,cases,2015-10-07,3797
223,Guinea,9.93543,-9.695052,cases,2015-10-08,3797
224,Guinea,9.93543,-9.695052,cases,2015-10-09,3797
225,Guinea,9.93543,-9.695052,cases,2015-10-13,3797
226,Guinea,9.93543,-9.695052,cases,2015-10-15,3798
227,Guinea,9.93543,-9.695052,cases,2015-10-16,3799
228,Guinea,9.93543,-9.695052,cases,2015-10-20,3800
229,Guinea,9.93543,-9.695052,cases,2015-10-22,3800
230,Guinea,9.93543,-9.695052,cases,2015-10-23,3800
231,Guinea,9.93543,-9.695052,cases,2015-10-26,3803
232,Guinea,9.93543,-9.695052,cases,2015-10-27,3803
233,Guinea,9.93543,-9.695052,cases,2015-10-29,3803
234,Guinea,9.93543,-9.695052,cases,2015-10-30,3803
235,Guinea,9.93543,-9.695052,cases,2015-11-03,3804
236,Guinea,9.93543,-9.695052,cases,2015-11-05,3804
237,Guinea,9.93543,-9.695052,cases,2015-11-06,3804
238,Guinea,9.93543,-9.695052,cases,2015-11-10,3804
239,Guinea,9.93543,-9.695052,cases,2015-11-11,3804
240,Guinea,9.93543,-9.695052,cases,2015-11-12,3804
241,Guinea,9.93543,-9.695052,cases,2015-11-16,3804
242,Guinea,9.93543,-9.695052,cases,2015-11-17,3804
243,Guinea,9.93543,-9.695052,cases,2015-11-20,3804
244,Guinea,9.93543,-9.695052,cases,2015-11-24,3804
245,Guinea,9.93543,-9.695052,cases,2015-11-26,3804
246,Guinea,9.93543,-9.695052,cases,2015-12-01,3804
247,Guinea,9.93543,-9.695052,cases,2015-12-02,3804
248,Guinea,9.93543,-9.695052,cases,2015-12-03,3804
249,Guinea,9.93543,-9.695052,cases,2015-12-09,3804
250,Guinea,9.93543,-9.695052,cases,2015-12-10,3804
251,Guinea,9.93543,-9.695052,cases,2015-12-11,3804
252,Guinea,9.93543,-9.695052,cases,2015-12-15,3804
253,Guinea,9.93543,-9.695052,cases,2015-12-16,3804
254,Guinea,9.93543,-9.695052,cases,2015-12-17,3804
255,Guinea,9.93543,-9.695052,cases,2015-12-22,3804
256,Guinea,9.93543,-9.695052,cases,2015-12-23,3804
257,Guinea,9.93543,-9.695052,cases,2015-12-29,3804
258,Guinea,9.93543,-9.695052,cases,2016-03-23,3804
259,Guinea,9.93543,-9.695052,death,2014-08-29,428
260,Guinea,9.93543,-9.695052,death,2014-09-05,514
261,Guinea,9.93543,-9.695052,death,2014-09-08,551
262,Guinea,9.93543,-9.695052,death,2014-09-12,553
263,Guinea,9.93543,-9.695052,death,2014-09-16,591
264,Guinea,9.93543,-9.695052,death,2014-09-18,596
265,Guinea,9.93543,-9.695052,death,2014-09-22,627
266,Guinea,9.93543,-9.695052,death,2014-09-24,630
267,Guinea,9.93543,-9.695052,death,2014-09-26,643
268,Guinea,9.93543,-9.695052,death,2014-10-01,705
269,Guinea,9.93543,-9.695052,death,2014-10-03,739
270,Guinea,9.93543,-9.695052,death,2014-10-08,766
271,Guinea,9.93543,-9.695052,death,2014-10-10,778
272,Guinea,9.93543,-9.695052,death,2014-10-15,843
273,Guinea,9.93543,-9.695052,death,2014-10-17,862
274,Guinea,9.93543,-9.695052,death,2014-10-22,903
275,Guinea,9.93543,-9.695052,death,2014-10-25,926
276,Guinea,9.93543,-9.695052,death,2014-11-05,1041
277,Guinea,9.93543,-9.695052,death,2014-11-07,1054
278,Guinea,9.93543,-9.695052,death,2014-11-12,1142
279,Guinea,9.93543,-9.695052,death,2014-11-14,1166
280,Guinea,9.93543,-9.695052,death,2014-11-19,1192
281,Guinea,9.93543,-9.695052,death,2014-11-21,1214
282,Guinea,9.93543,-9.695052,death,2014-11-26,1260
283,Guinea,9.93543,-9.695052,death,2014-12-01,1312
284,Guinea,9.93543,-9.695052,death,2014-12-03,1327
285,Guinea,9.93543,-9.695052,death,2014-12-10,1428
286,Guinea,9.93543,-9.695052,death,2014-12-15,1518
287,Guinea,9.93543,-9.695052,death,2014-12-17,1525
288,Guinea,9.93543,-9.695052,death,2014-12-22,1586
289,Guinea,9.93543,-9.695052,death,2014-12-23,1607
290,Guinea,9.93543,-9.695052,death,2014-12-24,1607
291,Guinea,9.93543,-9.695052,death,2014-12-26,1654
292,Guinea,9.93543,-9.695052,death,2014-12-29,1697
293,Guinea,9.93543,-9.695052,death,2014-12-30,1708
294,Guinea,9.93543,-9.695052,death,2014-12-31,1709
295,Guinea,9.93543,-9.695052,death,2015-01-02,1739
296,Guinea,9.93543,-9.695052,death,2015-01-05,1768
297,Guinea,9.93543,-9.695052,death,2015-01-06,1781
298,Guinea,9.93543,-9.695052,death,2015-01-07,1781
299,Guinea,9.93543,-9.695052,death,2015-01-08,1786
300,Guinea,9.93543,-9.695052,death,2015-01-09,1797
301,Guinea,9.93543,-9.695052,death,2015-01-12,1807
302,Guinea,9.93543,-9.695052,death,2015-01-13,1807
303,Guinea,9.93543,-9.695052,death,2015-01-14,1814
304,Guinea,9.93543,-9.695052,death,2015-01-15,1821
305,Guinea,9.93543,-9.695052,death,2015-01-16,1829
306,Guinea,9.93543,-9.695052,death,2015-01-19,1875
307,Guinea,9.93543,-9.695052,death,2015-01-20,1876
308,Guinea,9.93543,-9.695052,death,2015-01-21,1876
309,Guinea,9.93543,-9.695052,death,2015-01-22,1879
310,Guinea,9.93543,-9.695052,death,2015-01-23,1880
311,Guinea,9.93543,-9.695052,death,2015-01-26,1906
312,Guinea,9.93543,-9.695052,death,2015-01-27,1910
313,Guinea,9.93543,-9.695052,death,2015-01-28,1910
314,Guinea,9.93543,-9.695052,death,2015-01-29,1911
315,Guinea,9.93543,-9.695052,death,2015-01-30,1913
316,Guinea,9.93543,-9.695052,death,2015-02-02,1937
317,Guinea,9.93543,-9.695052,death,2015-02-03,1944
318,Guinea,9.93543,-9.695052,death,2015-02-04,1944
319,Guinea,9.93543,-9.695052,death,2015-02-05,1947
320,Guinea,9.93543,-9.695052,death,2015-02-06,1957
321,Guinea,9.93543,-9.695052,death,2015-02-10,1995
322,Guinea,9.93543,-9.695052,death,2015-02-11,1995
323,Guinea,9.93543,-9.695052,death,2015-02-12,2018
324,Guinea,9.93543,-9.695052,death,2015-02-13,2032
325,Guinea,9.93543,-9.695052,death,2015-02-16,2052
326,Guinea,9.93543,-9.695052,death,2015-02-17,2057
327,Guinea,9.93543,-9.695052,death,2015-02-18,2057
328,Guinea,9.93543,-9.695052,death,2015-02-19,2067
329,Guinea,9.93543,-9.695052,death,2015-02-20,2072
330,Guinea,9.93543,-9.695052,death,2015-02-23,2086
331,Guinea,9.93543,-9.695052,death,2015-02-25,2091
332,Guinea,9.93543,-9.695052,death,2015-02-26,2101
333,Guinea,9.93543,-9.695052,death,2015-02-27,2113
334,Guinea,9.93543,-9.695052,death,2015-03-02,2127
335,Guinea,9.93543,-9.695052,death,2015-03-04,2127
336,Guinea,9.93543,-9.695052,death,2015-03-05,2141
337,Guinea,9.93543,-9.695052,death,2015-03-06,2147
338,Guinea,9.93543,-9.695052,death,2015-03-10,2170
339,Guinea,9.93543,-9.695052,death,2015-03-11,2170
340,Guinea,9.93543,-9.695052,death,2015-03-12,2187
341,Guinea,9.93543,-9.695052,death,2015-03-13,2192
342,Guinea,9.93543,-9.695052,death,2015-03-16,2216
343,Guinea,9.93543,-9.695052,death,2015-03-17,2224
344,Guinea,9.93543,-9.695052,death,2015-03-18,2224
345,Guinea,9.93543,-9.695052,death,2015-03-20,2241
346,Guinea,9.93543,-9.695052,death,2015-03-23,2261
347,Guinea,9.93543,-9.695052,death,2015-03-24,2263
348,Guinea,9.93543,-9.695052,death,2015-03-25,2263
349,Guinea,9.93543,-9.695052,death,2015-03-26,2273
350,Guinea,9.93543,-9.695052,death,2015-03-27,2276
351,Guinea,9.93543,-9.695052,death,2015-04-07,2333
352,Guinea,9.93543,-9.695052,death,2015-04-09,2335
353,Guinea,9.93543,-9.695052,death,2015-04-13,2342
354,Guinea,9.93543,-9.695052,death,2015-04-14,2346
355,Guinea,9.93543,-9.695052,death,2015-04-15,2346
356,Guinea,9.93543,-9.695052,death,2015-04-16,2348
357,Guinea,9.93543,-9.695052,death,2015-04-17,2351
358,Guinea,9.93543,-9.695052,death,2015-04-20,2357
359,Guinea,9.93543,-9.695052,death,2015-04-21,2358
360,Guinea,9.93543,-9.695052,death,2015-04-22,2358
361,Guinea,9.93543,-9.695052,death,2015-04-23,2362
362,Guinea,9.93543,-9.695052,death,2015-04-24,2365
363,Guinea,9.93543,-9.695052,death,2015-04-27,2374
364,Guinea,9.93543,-9.695052,death,2015-04-28,2377
365,Guinea,9.93543,-9.695052,death,2015-04-30,2381
366,Guinea,9.93543,-9.695052,death,2015-05-01,2383
367,Guinea,9.93543,-9.695052,death,2015-05-04,2385
368,Guinea,9.93543,-9.695052,death,2015-05-05,2386
369,Guinea,9.93543,-9.695052,death,2015-05-06,2386
370,Guinea,9.93543,-9.695052,death,2015-05-07,2387
371,Guinea,9.93543,-9.695052,death,2015-05-08,2387
372,Guinea,9.93543,-9.695052,death,2015-05-11,2391
373,Guinea,9.93543,-9.695052,death,2015-05-12,2392
374,Guinea,9.93543,-9.695052,death,2015-05-13,2391
375,Guinea,9.93543,-9.695052,death,2015-05-14,2399
376,Guinea,9.93543,-9.695052,death,2015-05-15,2401
377,Guinea,9.93543,-9.695052,death,2015-05-18,2405
378,Guinea,9.93543,-9.695052,death,2015-05-19,2407
379,Guinea,9.93543,-9.695052,death,2015-05-20,2407
380,Guinea,9.93543,-9.695052,death,2015-05-21,2409
381,Guinea,9.93543,-9.695052,death,2015-05-22,2412
382,Guinea,9.93543,-9.695052,death,2015-05-25,2418
383,Guinea,9.93543,-9.695052,death,2015-05-26,2420
384,Guinea,9.93543,-9.695052,death,2015-05-27,2420
385,Guinea,9.93543,-9.695052,death,2015-05-28,2423
386,Guinea,9.93543,-9.695052,death,2015-05-29,2425
387,Guinea,9.93543,-9.695052,death,2015-06-01,2428
388,Guinea,9.93543,-9.695052,death,2015-06-02,2429
389,Guinea,9.93543,-9.695052,death,2015-06-03,2429
390,Guinea,9.93543,-9.695052,death,2015-06-04,2431
391,Guinea,9.93543,-9.695052,death,2015-06-05,2431
392,Guinea,9.93543,-9.695052,death,2015-06-08,2435
393,Guinea,9.93543,-9.695052,death,2015-06-09,2437
394,Guinea,9.93543,-9.695052,death,2015-06-10,2437
395,Guinea,9.93543,-9.695052,death,2015-06-11,2440
396,Guinea,9.93543,-9.695052,death,2015-06-12,2440
397,Guinea,9.93543,-9.695052,death,2015-06-15,2443
398,Guinea,9.93543,-9.695052,death,2015-06-16,2444
399,Guinea,9.93543,-9.695052,death,2015-06-17,2444
400,Guinea,9.93543,-9.695052,death,2015-06-18,2445
401,Guinea,9.93543,-9.695052,death,2015-06-19,2446
402,Guinea,9.93543,-9.695052,death,2015-06-22,2456
403,Guinea,9.93543,-9.695052,death,2015-06-23,2473
404,Guinea,9.93543,-9.695052,death,2015-06-24,2473
405,Guinea,9.93543,-9.695052,death,2015-06-25,2480
406,Guinea,9.93543,-9.695052,death,2015-06-26,2480
407,Guinea,9.93543,-9.695052,death,2015-06-29,2482
408,Guinea,9.93543,-9.695052,death,2015-06-30,2482
409,Guinea,9.93543,-9.695052,death,2015-07-01,2482
410,Guinea,9.93543,-9.695052,death,2015-07-02,2490
411,Guinea,9.93543,-9.695052,death,2015-07-03,2492
412,Guinea,9.93543,-9.695052,death,2015-07-06,2498
413,Guinea,9.93543,-9.695052,death,2015-07-07,2499
414,Guinea,9.93543,-9.695052,death,2015-07-08,2499
415,Guinea,9.93543,-9.695052,death,2015-07-09,2505
416,Guinea,9.93543,-9.695052,death,2015-07-10,2505
417,Guinea,9.93543,-9.695052,death,2015-07-13,2506
418,Guinea,9.93543,-9.695052,death,2015-07-14,2506
419,Guinea,9.93543,-9.695052,death,2015-07-15,2506
420,Guinea,9.93543,-9.695052,death,2015-07-16,2506
421,Guinea,9.93543,-9.695052,death,2015-07-17,2509
422,Guinea,9.93543,-9.695052,death,2015-07-20,2511
423,Guinea,9.93543,-9.695052,death,2015-07-21,2512
424,Guinea,9.93543,-9.695052,death,2015-07-22,2512
425,Guinea,9.93543,-9.695052,death,2015-07-23,2516
426,Guinea,9.93543,-9.695052,death,2015-07-24,2517
427,Guinea,9.93543,-9.695052,death,2015-07-27,2519
428,Guinea,9.93543,-9.695052,death,2015-07-28,2520
429,Guinea,9.93543,-9.695052,death,2015-07-29,2520
430,Guinea,9.93543,-9.695052,death,2015-07-30,2521
431,Guinea,9.93543,-9.695052,death,2015-07-31,2521
432,Guinea,9.93543,-9.695052,death,2015-08-03,2522
433,Guinea,9.93543,-9.695052,death,2015-08-04,2522
434,Guinea,9.93543,-9.695052,death,2015-08-05,2522
435,Guinea,9.93543,-9.695052,death,2015-08-06,2524
436,Guinea,9.93543,-9.695052,death,2015-08-07,2524
437,Guinea,9.93543,-9.695052,death,2015-08-10,2524
438,Guinea,9.93543,-9.695052,death,2015-08-11,2524
439,Guinea,9.93543,-9.695052,death,2015-08-12,2524
440,Guinea,9.93543,-9.695052,death,2015-08-13,2524
441,Guinea,9.93543,-9.695052,death,2015-08-14,2524
442,Guinea,9.93543,-9.695052,death,2015-08-17,2524
443,Guinea,9.93543,-9.695052,death,2015-08-18,2524
444,Guinea,9.93543,-9.695052,death,2015-08-19,2524
445,Guinea,9.93543,-9.695052,death,2015-08-20,2526
446,Guinea,9.93543,-9.695052,death,2015-08-21,2526
447,Guinea,9.93543,-9.695052,death,2015-08-24,2527
448,Guinea,9.93543,-9.695052,death,2015-08-25,2527
449,Guinea,9.93543,-9.695052,death,2015-08-26,2527
450,Guinea,9.93543,-9.695052,death,2015-08-27,2528
451,Guinea,9.93543,-9.695052,death,2015-08-28,2528
452,Guinea,9.93543,-9.695052,death,2015-08-31,2528
453,Guinea,9.93543,-9.695052,death,2015-09-01,2529
454,Guinea,9.93543,-9.695052,death,2015-09-02,2529
455,Guinea,9.93543,-9.695052,death,2015-09-03,2529
456,Guinea,9.93543,-9.695052,death,2015-09-04,2529
